Framework_ID,Framework_Code,Framework_Name,Framework_Version,Framework_Regulator,Framework_Jurisdiction,Domain_ID,Domain_Code,Domain_Name,Domain_Description,Objective_ID,Objective_Code,Objective_Name,Objective_Description,Control_ID,Control_Code,Control_Name,Control_Statement,Control_Objective,Control_Is_Mandatory,Control_Risk_Category,Control_Evidence_Type,Control_Implementation_Guidance,Control_Testing_Guidance,SubControl_ID,SubControl_Code,SubControl_Name,SubControl_Statement,SubControl_Description
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,353,ISO-31000-RM-P,Planning,Objective for Planning,766,FW-016-051,Develop an appropriate implementation plan including time and resources,Implementation is advised to include developing an appropriate plan including time and resources.,— developing an appropriate plan including time and resources;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,354,ISO-31000-RM-O,Operationalization,Objective for Operationalization,767,FW-016-052,Ensure risk management arrangements are understood and practised,Implementation is advised to include ensuring the organization’s arrangements for managing risk are clearly understood and practised.,— ensuring that the organization’s arrangements for managing risk are clearly understood and  practised.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,355,ISO-31000-RM-FE,Framework Evaluation,Objective for Framework Evaluation,771,FW-016-055,Evaluate effectiveness of the risk management framework,"To evaluate effectiveness, the organization is advised to perform the listed evaluation activities.","In order to evaluate the effectiveness of the risk management framework, the organization should:",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,355,ISO-31000-RM-FE,Framework Evaluation,Objective for Framework Evaluation,772,FW-016-056,Determine whether the framework remains suitable to support achieving objectives,Evaluation is advised to include determining whether the framework remains suitable to support achieving the organization’s objectives.,— determine whether it remains suitable to support achieving the objectives of the organization.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,356,ISO-31000-RM-CA,Corrective Actions,Objective for Corrective Actions,776,FW-016-060,Develop plans and tasks and assign accountable implementers for identified gaps or improvement opportunities,"When relevant gaps or improvement opportunities are identified, the organization is advised to develop plans and tasks and assign them to those accountable for implementation.","As relevant gaps or improvement opportunities are identified, the organization should develop  plans and tasks and assign them to those accountable for implementation.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,357,ISO-31000-RM-HF,Human Factors,Objective for Human Factors,778,FW-016-062,Consider dynamic and variable nature of human behaviour and culture throughout the risk management process,The organization is advised to consider the dynamic and variable nature of human behaviour and culture throughout the risk management process.,The dynamic and variable nature of human behaviour and culture should be considered throughout the  risk management process.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,357,ISO-31000-RM-HF,Human Factors,Objective for Human Factors,796,FW-016-079,Consider biases assumptions and beliefs of those involved,"Risk identification is advised to consider biases, assumptions and beliefs of those involved.","— biases, assumptions and beliefs of those involved.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,358,ISO-31000-RM-PI,Process Integration,Objective for Process Integration,779,FW-016-063,Integrate risk management process into management and decision-making and organizational structure operations and processes,"The risk management process is advised to be integral to management and decision-making and integrated into structure, operations and processes; it can be applied at various levels.","The risk management process should be an integral part of management and decision-making and  integrated into the structure, operations and processes of the organization.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,359,ISO-31000-RM-SE,Stakeholder Engagement,Objective for Stakeholder Engagement,781,FW-016-065,Conduct communication and consultation with appropriate stakeholders throughout all steps of the risk management process,Communication and consultation with appropriate external and internal stakeholders are advised to take place within and throughout all steps of the risk management process.,Communication and consultation with appropriate external and internal stakeholders should take  place within and throughout all steps of the risk management process.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,360,ISO-31000-RM-S&C,Scope & Context,Objective for Scope & Context,782,FW-016-066,Define the scope of risk management activities,The organization is advised to define the scope of its risk management activities.,The organization should define the scope of its risk management activities.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,360,ISO-31000-RM-S&C,Scope & Context,Objective for Scope & Context,783,FW-016-067,Establish context of the risk management process based on understanding of external and internal environment and reflect specific environment of the activity,The context of the risk management process is advised to be established from understanding the external and internal environment and to reflect the specific environment of the activity where applied.,The context of the risk management process should be established from the understanding of the  external and internal environment in which the organization operates and should reflect the specific  environment of the activity to which the risk management process is to be applied.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,360,ISO-31000-RM-S&C,Scope & Context,Objective for Scope & Context,785,FW-016-068,Establish external and internal context of the risk management process considering factors mentioned in 5.4.1,The organization is advised to establish the external and internal context of the risk management process by considering the factors mentioned in 5.4.1.,The organization should establish the external and internal context of the risk management process by  considering the factors mentioned in 5.4.1 .,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,361,ISO-31000-RM-RC,Risk Criteria,Objective for Risk Criteria,786,FW-016-069,Align risk criteria with the risk management framework and customize to specific purpose and scope,Risk criteria are advised to be aligned with the risk management framework and customized to the specific purpose and scope of the activity.,Risk criteria should be aligned with the risk management framework and customized  to the specific purpose and scope of the activity under consideration.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,361,ISO-31000-RM-RC,Risk Criteria,Objective for Risk Criteria,787,FW-016-070,Continually review and amend risk criteria if necessary,Risk criteria are advised to be continually reviewed and amended if necessary.,"While risk criteria should be established at the beginning of the risk assessment process, they are  dynamic and should be continually reviewed and amended, if necessary.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,361,ISO-31000-RM-RC,Risk Criteria,Objective for Risk Criteria,789,FW-016-072,Define criteria to evaluate significance of risk and support decision-making processes,The organization is advised to define criteria to evaluate the significance of risk and support decision-making processes.,It should also define criteria to evaluate the significance of risk and to support decision- making processes.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,361,ISO-31000-RM-RC,Risk Criteria,Objective for Risk Criteria,790,FW-016-073,Ensure risk criteria reflect values objectives and resources and are consistent with policies and statements about risk management,"Risk criteria are advised to reflect organizational values, objectives and resources and be consistent with policies and statements about risk management.","Risk criteria should reflect  the organization’s values, objectives and resources and be consistent with policies and statements   about risk management.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,363,ISO-31000-RM-RA&,Risk Appetite & Tolerance,Objective for Risk Appetite & Tolerance,791,FW-016-074,Specify amount and type of risk that may or may not be taken relative to objectives,The organization is advised to specify the amount and type of risk it may or may not take relative to objectives.,"The organization should specify the amount and type of risk that it may or may not take, relative to  objectives.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,364,ISO-31000-RM-RA,Risk Assessment,Objective for Risk Assessment,792,FW-016-075,Conduct risk assessment systematically iteratively and collaboratively using stakeholder knowledge and best available information,"Risk assessment is advised to be conducted systematically, iteratively, and collaboratively, using stakeholder knowledge and views, and using best available information supplemented by further enquiry as necessary.","Risk assessment should be conducted systematically, iteratively and collaboratively, drawing on the  knowledge and views of stakeholders. It should use the best available information, supplemented by  further enquiry as necessary.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,365,ISO-31000-RM-IA,Impact Assessment,Objective for Impact Assessment,794,FW-016-077,Give consideration that there may be more than one type of outcome with tangible or intangible consequences,"Consideration is advised that there may be more than one type of outcome, resulting in various tangible or intangible consequences.","Consideration  should be given that there may be more than one type of outcome, which may result in a variety of  tangible or intangible consequences.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,365,ISO-31000-RM-IA,Impact Assessment,Objective for Impact Assessment,799,FW-016-082,Consider consequences and their impact on objectives,Risk identification is advised to consider consequences and their impact on objectives.,— consequences and their impact on objectives;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,365,ISO-31000-RM-IA,Impact Assessment,Objective for Impact Assessment,808,FW-016-095,Consider nature and magnitude of consequences,Risk analysis is advised to consider the nature and magnitude of consequences.,— the nature and magnitude of consequences;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,366,ISO-31000-RM-ER,Emerging Risk,Objective for Emerging Risk,800,FW-016-083,Consider indicators of emerging risks,Risk identification is advised to consider indicators of emerging risks.,— indicators of emerging risks;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,367,ISO-31000-RM-IQ,Information Quality,Objective for Information Quality,801,FW-016-084,Consider limitations of knowledge and reliability of information,Risk identification is advised to consider limitations of knowledge and reliability of information.,— limitations of knowledge and reliability of information;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,368,ISO-31000-RM-AC,Asset Considerations,Objective for Asset Considerations,802,FW-016-085,Consider nature and value of assets and resources,Risk identification is advised to consider the nature and value of assets and resources.,— the nature and value of assets and resources;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,369,ISO-31000-RM-RAG,Risk Analysis Governance,Objective for Risk Analysis Governance,803,FW-016-090,Consider document and communicate influences on risk analysis to decision makers,"Influences on risk analysis (e.g., divergences of opinion, biases, perceptions, judgements, information quality, assumptions, exclusions, technique limitations and execution) are advised to be considered, documented and communicated to decision makers.","These influences should  be considered, documented and communicated to decision makers.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,370,ISO-31000-RM-RA,Risk Analysis,Objective for Risk Analysis,804,FW-016-091,Consider specified factors during risk analysis,Risk analysis is advised to consider the listed factors.,Risk analysis should consider factors such as:,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,370,ISO-31000-RM-RA,Risk Analysis,Objective for Risk Analysis,807,FW-016-094,Consider likelihood of events and consequences,Risk analysis is advised to consider the likelihood of events and consequences.,— the likelihood of events and consequences;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,370,ISO-31000-RM-RA,Risk Analysis,Objective for Risk Analysis,809,FW-016-096,Consider sensitivity and confidence levels,Risk analysis is advised to consider sensitivity and confidence levels.,— sensitivity and confidence levels.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,370,ISO-31000-RM-RA,Risk Analysis,Objective for Risk Analysis,810,FW-016-097,Consider time-related factors and volatility,Risk analysis is advised to consider time-related factors and volatility.,— time-related factors and volatility;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,371,ISO-31000-RM-SR,Systemic Risk,Objective for Systemic Risk,805,FW-016-092,Consider complexity and connectivity,Risk analysis is advised to consider complexity and connectivity.,— complexity and connectivity;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,372,ISO-31000-RM-CE,Control Effectiveness,Objective for Control Effectiveness,806,FW-016-093,Consider effectiveness of existing controls,Risk analysis is advised to consider the effectiveness of existing controls.,— the effectiveness of existing controls;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,373,ISO-31000-RM-RE,Risk Evaluation,Objective for Risk Evaluation,811,FW-016-098,Decisions should take account of wider context and actual and perceived consequences to stakeholders,Risk evaluation decisions are advised to take account of the wider context and the actual and perceived consequences to external and internal stakeholders.,Decisions should take account of the wider context and the actual and perceived consequences to  external and internal stakeholders.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,373,ISO-31000-RM-RE,Risk Evaluation,Objective for Risk Evaluation,812,FW-016-099,Record communicate and validate outcome of risk evaluation at appropriate levels,"The outcome of risk evaluation is advised to be recorded, communicated, and then validated at appropriate levels of the organization.","The outcome of risk evaluation should be recorded, communicated and then validated at appropriate  levels of the organization.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,374,ISO-31000-RM-RR,Residual Risk,Objective for Residual Risk,814,FW-016-101,Document remaining risk and subject it to monitoring review and further treatment where appropriate,"Remaining risk after treatment is advised to be documented and subjected to monitoring, review and, where appropriate, further treatment.","The remaining risk should be documented and subjected to monitoring, review  and, where appropriate, further treatment.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,376,ISO-31000-RM-RTM,Risk Treatment Monitoring,Objective for Risk Treatment Monitoring,816,FW-016-103,Make monitoring and review an integral part of risk treatment implementation,Monitoring and review are stated as needed to be an integral part of risk treatment implementation to assure treatments become and remain effective.,Monitoring and review need to be an integral part of the  risk treatment implementation to give assurance that the different forms of treatment become and  remain effective.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,377,ISO-31000-RM-RT,Risk Treatment,Objective for Risk Treatment,817,FW-016-104,Record risk and keep under ongoing review when treatment options are unavailable or insufficient,"If no treatment options are available or do not sufficiently modify the risk, the risk is advised to be recorded and kept under ongoing review.","If there are no treatment options available or if treatment options do not sufficiently modify the risk,  the risk should be recorded and kept under ongoing review.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,377,ISO-31000-RM-RT,Risk Treatment,Objective for Risk Treatment,818,FW-016-105,Select risk treatment options in accordance with objectives risk criteria and available resources,"Selection of risk treatment options is advised to be made in accordance with organizational objectives, risk criteria and available resources.","The  selection of risk treatment options should be made in accordance with the organization’s objectives,  risk criteria and available resources.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,378,ISO-31000-RM-I,Integration,Objective for Integration,819,FW-016-106,Integrate treatment plans into management plans and processes in consultation with appropriate stakeholders,"Treatment plans are advised to be integrated into management plans and processes of the organization, in consultation with appropriate stakeholders.","Treatment plans should be integrated into the management plans and processes of the organization, in  consultation with appropriate stakeholders.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,379,ISO-31000-RM-RTP,Risk Treatment Planning,Objective for Risk Treatment Planning,820,FW-016-107,Risk treatment plan should clearly identify the order of implementation,The treatment plan is advised to clearly identify the order in which risk treatment should be implemented.,The treatment plan should clearly identify the order in which risk treatment should be implemented.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,379,ISO-31000-RM-RTP,Risk Treatment Planning,Objective for Risk Treatment Planning,821,FW-016-108,Treatment plan should include specified information,The information provided in the treatment plan is advised to include the listed elements.,The information provided in the treatment plan should include:,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,379,ISO-31000-RM-RTP,Risk Treatment Planning,Objective for Risk Treatment Planning,823,FW-016-110,Include constraints in treatment plan,Treatment plan information is advised to include the constraints.,— the constraints;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,379,ISO-31000-RM-RTP,Risk Treatment Planning,Objective for Risk Treatment Planning,825,FW-016-112,Include proposed actions in treatment plan,Treatment plan information is advised to include the proposed actions.,— the proposed actions;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,379,ISO-31000-RM-RTP,Risk Treatment Planning,Objective for Risk Treatment Planning,826,FW-016-113,Include rationale and expected benefits in treatment plan,"Treatment plan information is advised to include the rationale for selection of the treatment options, including expected benefits.","— the rationale for selection of the treatment options, including the expected benefits to be gained;",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,380,ISO-31000-RM-M&R,Monitoring & Reporting,Objective for Monitoring & Reporting,827,FW-016-114,Include required reporting and monitoring in treatment plan,Treatment plan information is advised to include the required reporting and monitoring.,— the required reporting and monitoring;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,381,ISO-31000-RM-S,Scheduling,Objective for Scheduling,829,FW-016-116,Include when actions are expected to be undertaken and completed in treatment plan,Treatment plan information is advised to include when actions are expected to be undertaken and completed.,— when actions are expected to be undertaken and completed.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,382,ISO-31000-RM-M&R,Monitoring & Review,Objective for Monitoring & Review,830,FW-016-117,Conduct monitoring and review in all stages of the process,Monitoring and review are advised to take place in all stages of the risk management process.,Monitoring and review should take place in all stages of the process.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,382,ISO-31000-RM-M&R,Monitoring & Review,Objective for Monitoring & Review,833,FW-016-120,Make ongoing monitoring and periodic review a planned part of the risk management process with responsibilities clearly defined,"Ongoing monitoring and periodic review of the risk management process and outcomes are advised to be planned, with responsibilities clearly defined.","Ongoing monitoring and periodic review of the risk management  process and its outcomes should be a planned part of the risk management process, with responsibilities  clearly defined.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,384,ISO-31000-RM-PM,Performance Management,Objective for Performance Management,832,FW-016-119,Incorporate results of monitoring and review into performance management measurement and reporting activities,"Results of monitoring and review are advised to be incorporated throughout the organization’s performance management, measurement and reporting activities.","The results of monitoring and review should be incorporated throughout the organization’s  performance management, measurement and reporting activities.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,385,ISO-31000-RM-MAR,Monitoring and Review,Objective for Monitoring and Review,834,FW-016-121,"Monitoring and review includes planning, information analysis, recording and feedback","Ensure monitoring and review activities cover planning, gathering and analysing information, recording results and providing feedback, across all stages of the risk management process (text appears to continue from prior chunk).","Monitoring and review includes  planning, gathering and analysing information, recording results and providing feedback.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,391,ISO-31000-RM-R&R,Recording & Reporting,Objective for Recording & Reporting,840,FW-016-127,Document and report the risk management process and its outcomes through appropriate mechanisms,The risk management process and outcomes are advised to be documented and reported through appropriate mechanisms.,The risk management process and its outcomes should be documented and reported through  appropriate mechanisms.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,392,ISO-31000-RM-DAR,Documentation and Reporting,Objective for Documentation and Reporting,841,FW-016-128,Document and report the risk management process and outcomes through appropriate mechanisms,Document and report the risk management process and its outcomes using mechanisms appropriate to the organization.,The risk management process and its outcomes should be documented and reported through  appropriate mechanisms.,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,394,ISO-31000-RM-IC,Internal Communication,Objective for Internal Communication,843,FW-016-130,Recording and reporting aims to communicate risk management activities and outcomes across the organization,Ensure recording and reporting mechanisms are designed to communicate risk management activities and outcomes across the organization.,Recording and reporting aims to: — communicate risk management activities and outcomes across the organization;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,95,ISO-31000-RM,Risk Management,Controls related to Risk Management,395,ISO-31000-RM-CI,Continuous Improvement,Objective for Continuous Improvement,844,FW-016-131,Recording and reporting aims to improve risk management activities,Use recording and reporting to drive continual improvement of risk management activities.,Recording and reporting aims to: — improve risk management activities;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,720,FW-016-005,Demonstrate leadership and commitment by allocating resources to manage risk,Top management and oversight bodies (where applicable) are expected to ensure necessary resources are allocated to managing risk.,— ensuring that the necessary resources are allocated to managing risk;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,742,FW-016-027,Make necessary resources available within risk management commitment,The risk management commitment is expected to include making necessary resources available.,— making the necessary resources available;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,750,FW-016-035,Make necessary resources available,The commitment is advised to include making the necessary resources available for risk management.,— making the necessary resources available;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,755,FW-016-040,Consider capabilities and constraints on existing resources,The organization is advised to consider the capabilities of and constraints on existing resources when allocating resources for risk management.,"The organization should consider the capabilities of, and constraints on, existing resources.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,756,FW-016-041,Ensure allocation of appropriate resources for risk management,"Top management and oversight bodies are advised to ensure allocation of appropriate resources for risk management, including but not limited to the listed resource types.","Top management and oversight bodies, where applicable, should ensure allocation of appropriate  resources for risk management, which can include, but are not limited to:",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,327,ISO-31000-G-R,Resourcing,Objective for Resourcing,828,FW-016-115,Include required resources including contingencies in treatment plan,"Treatment plan information is advised to include resources required, including contingencies.","— the resources required, including contingencies;",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,721,FW-016-006,"Demonstrate leadership and commitment by assigning authority, responsibility and accountability","Top management and oversight bodies (where applicable) are expected to assign authority, responsibility and accountability at appropriate organizational levels.","— assigning authority, responsibility and accountability at appropriate levels within the organization.",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,736,FW-016-021,"Define authorities, responsibilities and accountabilities within risk management commitment","The risk management commitment is expected to include authorities, responsibilities and accountabilities.","— authorities, responsibilities and accountabilities;",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,745,FW-016-030,"Define authorities, responsibilities and accountabilities in commitment","The commitment is advised to address authorities, responsibilities and accountabilities.","— authorities, responsibilities and accountabilities;",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,752,FW-016-037,"Assign and communicate risk management authorities, responsibilities and accountabilities at all levels","Top management and oversight bodies are advised to ensure that authorities, responsibilities and accountabilities for relevant roles regarding risk management are assigned and communicated at all organizational levels.","Top management and oversight bodies, where applicable, should ensure that the authorities,  responsibilities and accountabilities for relevant roles with respect to risk management are assigned  and communicated at all levels of the organization, and should:",No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,754,FW-016-039,Identify risk owners with accountability and authority to manage risk,Top management and oversight bodies are advised to identify individuals who have the accountability and authority to manage risk (risk owners).,— identify individuals who have the accountability and authority to manage risk (risk owners).,No,security,policy,Originally from: ISO-31000-2018,,,,,,
20,ISO-31000,ISO-31000-2018,,iso,,96,ISO-31000-G,Governance,Controls related to Governance,328,ISO-31000-G-R&R,Roles & Responsibilities,Objective for Roles & Responsibilities,822,FW-016-109,Include accountable and responsible approvers and implementers in treatment plan,Treatment plan information is advised to include those accountable and responsible for approving and implementing the plan.,— those who are accountable and responsible for approving and implementing the plan;,No,security,policy,Originally from: ISO-31000-2018,,,,,,
